run_id,timestamp_utc,rank,source_checkpoint,source_run_id,priority,area,status,severity,gap,current_evidence,required_proof,next_action,source_report,done,source_row
supreme_team_2026-06-26_211453Z,2026-06-26_211453Z,11,pre_mortem,pre_mortem_2026-06-26_211456Z,P3,dydx_testnet_readiness,gap,high,submit_orders_false,steps_ready=4/7;first_blocker=submit_orders_false,"submit flag, credentials, SDK, indexer, and authenticated order adapter all ready",Keep all venue execution checks and adapter wiring as hard blockers before paper/live signals.,reports/dydx_execution_checklist.csv,False,pre_mortem
supreme_team_2026-06-26_211453Z,2026-06-26_211453Z,12,red_team,red_team_2026-06-26_211501Z,P3,dydx_testnet_readiness,gap,high,submit_orders_false,steps_ready=4/7;first_blocker=submit_orders_false,"submit flag, credentials, SDK, indexer, and authenticated order adapter all ready",Keep all venue execution checks and adapter wiring as hard blockers before paper/live signals.,reports/dydx_execution_checklist.csv,False,red_team
supreme_team_2026-06-26_211453Z,2026-06-26_211453Z,13,gap_analysis,gap_analysis_2026-06-26_211453Z,P4,paper_execution_gate,gap,high,strategy_or_dydx_gate_not_ready,steps_ready=0/4;first_blocker=no_strategy_passes_production_gates,strategy_acceptance ready and dydx_testnet_readiness ready,capture price_x/price_y and rerun two-leg experiments,reports/paper_execution_preflight.csv,False,gap_analysis
supreme_team_2026-06-26_211453Z,2026-06-26_211453Z,14,post_mortem,post_mortem_2026-06-26_211459Z,P4,paper_execution_gate,gap,high,strategy_or_dydx_gate_not_ready,steps_ready=0/4;first_blocker=no_strategy_passes_production_gates,strategy_acceptance ready and dydx_testnet_readiness ready,"paper_execution_gate is actionable to investigate now; evidence is available (`steps_ready=0/4;first_blocker=no_strategy_passes_production_gates`), so a concrete regression cause can be logged.",reports/paper_execution_preflight.csv,False,post_mortem
supreme_team_2026-06-26_211453Z,2026-06-26_211453Z,15,pre_mortem,pre_mortem_2026-06-26_211456Z,P4,paper_execution_gate,gap,high,strategy_or_dydx_gate_not_ready,steps_ready=0/4;first_blocker=no_strategy_passes_production_gates,strategy_acceptance ready and dydx_testnet_readiness ready,Run paper preflight as a strict step with explicit block reasons and no override path.,reports/paper_execution_preflight.csv,False,pre_mortem
supreme_team_2026-06-26_211453Z,2026-06-26_211453Z,16,red_team,red_team_2026-06-26_211501Z,P4,paper_execution_gate,gap,high,strategy_or_dydx_gate_not_ready,steps_ready=0/4;first_blocker=no_strategy_passes_production_gates,strategy_acceptance ready and dydx_testnet_readiness ready,Run paper preflight as a strict step with explicit block reasons and no override path.,reports/paper_execution_preflight.csv,False,red_team
supreme_team_2026-06-26_211453Z,2026-06-26_211453Z,17,gap_analysis,gap_analysis_2026-06-26_211453Z,P5,learning_event_store,gap,medium,missing_learning_events,events=0;outcomes=0;outcomes_remaining=100;ready_for_modeling=False,paper journal or trade store contains outcome events for later modeling,append realized trade outcomes once research-gated paper signals exist,reports/learning_event_summary.csv,False,gap_analysis
supreme_team_2026-06-26_211453Z,2026-06-26_211453Z,18,post_mortem,post_mortem_2026-06-26_211459Z,P5,learning_event_store,gap,medium,missing_learning_events,events=0;outcomes=0;outcomes_remaining=100;ready_for_modeling=False,paper journal or trade store contains outcome events for later modeling,"learning_event_store is actionable to investigate now; evidence is available (`events=0;outcomes=0;outcomes_remaining=100;ready_for_modeling=False`), so a concrete regression cause can be logged.",reports/learning_event_summary.csv,False,post_mortem
supreme_team_2026-06-26_211453Z,2026-06-26_211453Z,19,pre_mortem,pre_mortem_2026-06-26_211456Z,P5,learning_event_store,gap,medium,missing_learning_events,events=0;outcomes=0;outcomes_remaining=100;ready_for_modeling=False,paper journal or trade store contains outcome events for later modeling,Collect learning outcomes before model score updates and prevent model retraining on missing labels.,reports/learning_event_summary.csv,False,pre_mortem
supreme_team_2026-06-26_211453Z,2026-06-26_211453Z,20,red_team,red_team_2026-06-26_211501Z,P5,learning_event_store,gap,medium,missing_learning_events,events=0;outcomes=0;outcomes_remaining=100;ready_for_modeling=False,paper journal or trade store contains outcome events for later modeling,Collect learning outcomes before model score updates and prevent model retraining on missing labels.,reports/learning_event_summary.csv,False,red_team
