idea_id,pair,timeframe,strategy,regime,entry_style,exit_style,source_policy,confidence_score,expected_return,risk_proxy,expected_trade_count,zscore,spread,spread_slope,beta_stability,copula_calibration_score,liquidity_score,source,reasoning,evidence_path,generated_at,status
rl_idea_0011,ETH-USD-SOL-USD,,"0     unspecified
1     unspecified
2     unspecified
3     unspecified
4     unspecified
5     unspecified
6     unspecified
7     unspecified
8     unspecified
9     unspecified
10    unspecified
11    unspecified
12    unspecified
13    unspecified
14    unspecified
15    unspecified
16    unspecified
17    unspecified
18    unspecified
19    unspecified
20    unspecified
21    unspecified
22    unspecified
23    unspecified
24    unspecified
dtype: object",bear,quantile_policy,quantile_boundary,safe_quantile_baseline,0.3665671768192481,0.3475591082521998,0.3475591082521998,1,0.0,0.0,0.0,0.0,0.6057931310743521,1.0,rl_research_backtest,rl-policy=unknown; return=0.3475591082521998; confidence=0.3665671768192481,reports/rl/rl_training_report.csv,2026-06-26T22:13:13.820676+00:00,candidate
rl_idea_0012,ETH-USD-SOL-USD,,"0     unspecified
1     unspecified
2     unspecified
3     unspecified
4     unspecified
5     unspecified
6     unspecified
7     unspecified
8     unspecified
9     unspecified
10    unspecified
11    unspecified
12    unspecified
13    unspecified
14    unspecified
15    unspecified
16    unspecified
17    unspecified
18    unspecified
19    unspecified
20    unspecified
21    unspecified
22    unspecified
23    unspecified
24    unspecified
dtype: object",crisis,quantile_policy,quantile_boundary,safe_quantile_baseline,0.34641894764169445,0.3212891801636421,0.3212891801636421,1,0.0,0.0,0.0,0.0,0.7720919833746067,1.0,rl_research_backtest,rl-policy=unknown; return=0.3212891801636421; confidence=0.34641894764169445,reports/rl/rl_training_report.csv,2026-06-26T22:13:13.820676+00:00,candidate
rl_idea_0013,ETH-USD-SOL-USD,,"0     unspecified
1     unspecified
2     unspecified
3     unspecified
4     unspecified
5     unspecified
6     unspecified
7     unspecified
8     unspecified
9     unspecified
10    unspecified
11    unspecified
12    unspecified
13    unspecified
14    unspecified
15    unspecified
16    unspecified
17    unspecified
18    unspecified
19    unspecified
20    unspecified
21    unspecified
22    unspecified
23    unspecified
24    unspecified
dtype: object",crisis,quantile_policy,quantile_boundary,safe_quantile_baseline,0.33332260271652503,0.3042137321738787,0.3042137321738787,1,0.0,0.0,0.0,0.0,0.8078194523619033,1.0,rl_research_backtest,rl-policy=unknown; return=0.3042137321738787; confidence=0.33332260271652503,reports/rl/rl_training_report.csv,2026-06-26T22:13:13.820676+00:00,candidate
rl_idea_0014,ETH-USD-SOL-USD,,"0     unspecified
1     unspecified
2     unspecified
3     unspecified
4     unspecified
5     unspecified
6     unspecified
7     unspecified
8     unspecified
9     unspecified
10    unspecified
11    unspecified
12    unspecified
13    unspecified
14    unspecified
15    unspecified
16    unspecified
17    unspecified
18    unspecified
19    unspecified
20    unspecified
21    unspecified
22    unspecified
23    unspecified
24    unspecified
dtype: object",range,quantile_policy,quantile_boundary,safe_quantile_baseline,0.2979321339052971,0.2580704675475735,0.2580704675475735,1,0.0,0.0,0.0,0.0,0.6591494624245324,1.0,rl_research_backtest,rl-policy=unknown; return=0.2580704675475735; confidence=0.2979321339052971,reports/rl/rl_training_report.csv,2026-06-26T22:13:13.820676+00:00,candidate
rl_idea_0015,ETH-USD-SOL-USD,,"0     unspecified
1     unspecified
2     unspecified
3     unspecified
4     unspecified
5     unspecified
6     unspecified
7     unspecified
8     unspecified
9     unspecified
10    unspecified
11    unspecified
12    unspecified
13    unspecified
14    unspecified
15    unspecified
16    unspecified
17    unspecified
18    unspecified
19    unspecified
20    unspecified
21    unspecified
22    unspecified
23    unspecified
24    unspecified
dtype: object",bear,quantile_policy,quantile_boundary,safe_quantile_baseline,0.28943934266681925,0.2469972852276851,0.2469972852276851,1,0.0,0.0,0.0,0.0,0.6057931310743521,1.0,rl_research_backtest,rl-policy=unknown; return=0.2469972852276851; confidence=0.28943934266681925,reports/rl/rl_training_report.csv,2026-06-26T22:13:13.820676+00:00,candidate
rl_idea_0016,ETH-USD-SOL-USD,,"0     unspecified
1     unspecified
2     unspecified
3     unspecified
4     unspecified
5     unspecified
6     unspecified
7     unspecified
8     unspecified
9     unspecified
10    unspecified
11    unspecified
12    unspecified
13    unspecified
14    unspecified
15    unspecified
16    unspecified
17    unspecified
18    unspecified
19    unspecified
20    unspecified
21    unspecified
22    unspecified
23    unspecified
24    unspecified
dtype: object",crisis,quantile_policy,quantile_boundary,safe_quantile_baseline,0.2782025373084872,0.2323463664741223,0.2323463664741223,1,0.0,0.0,0.0,0.0,0.8078194523619033,1.0,rl_research_backtest,rl-policy=unknown; return=0.2323463664741223; confidence=0.2782025373084872,reports/rl/rl_training_report.csv,2026-06-26T22:13:13.820676+00:00,candidate
rl_idea_0017,BTC-USD-ETH-USD,,"0     unspecified
1     unspecified
2     unspecified
3     unspecified
4     unspecified
5     unspecified
6     unspecified
7     unspecified
8     unspecified
9     unspecified
10    unspecified
11    unspecified
12    unspecified
13    unspecified
14    unspecified
15    unspecified
16    unspecified
17    unspecified
18    unspecified
19    unspecified
20    unspecified
21    unspecified
22    unspecified
23    unspecified
24    unspecified
dtype: object",range,quantile_policy,quantile_boundary,safe_quantile_baseline,0.2713590783479857,0.2234236381695598,0.2234236381695598,1,0.0,0.0,0.0,0.0,0.7599889988228204,1.0,rl_research_backtest,rl-policy=unknown; return=0.2234236381695598; confidence=0.2713590783479857,reports/rl/rl_training_report.csv,2026-06-26T22:13:13.820676+00:00,candidate
rl_idea_0018,ETH-USD-SOL-USD,,"0     unspecified
1     unspecified
2     unspecified
3     unspecified
4     unspecified
5     unspecified
6     unspecified
7     unspecified
8     unspecified
9     unspecified
10    unspecified
11    unspecified
12    unspecified
13    unspecified
14    unspecified
15    unspecified
16    unspecified
17    unspecified
18    unspecified
19    unspecified
20    unspecified
21    unspecified
22    unspecified
23    unspecified
24    unspecified
dtype: object",crisis,quantile_policy,quantile_boundary,safe_quantile_baseline,0.22140013628654803,0.1582855159172825,0.1582855159172825,1,0.0,0.0,0.0,0.0,0.8078194523619033,1.0,rl_research_backtest,rl-policy=unknown; return=0.1582855159172825; confidence=0.22140013628654803,reports/rl/rl_training_report.csv,2026-06-26T22:13:13.820676+00:00,candidate
rl_idea_0019,BTCUSDT-SOLUSDT,,"0     unspecified
1     unspecified
2     unspecified
3     unspecified
4     unspecified
5     unspecified
6     unspecified
7     unspecified
8     unspecified
9     unspecified
10    unspecified
11    unspecified
12    unspecified
13    unspecified
14    unspecified
15    unspecified
16    unspecified
17    unspecified
18    unspecified
19    unspecified
20    unspecified
21    unspecified
22    unspecified
23    unspecified
24    unspecified
dtype: object",range,quantile_policy,quantile_boundary,safe_quantile_baseline,0.21705568754552212,0.1526210798516891,0.1526210798516891,1,0.0,0.0,0.0,0.0,0.8011867187254809,1.0,rl_research_backtest,rl-policy=unknown; return=0.1526210798516891; confidence=0.21705568754552212,reports/rl/rl_training_report.csv,2026-06-26T22:13:13.820676+00:00,candidate
rl_idea_0020,BTCUSDT-SOLUSDT,,"0     unspecified
1     unspecified
2     unspecified
3     unspecified
4     unspecified
5     unspecified
6     unspecified
7     unspecified
8     unspecified
9     unspecified
10    unspecified
11    unspecified
12    unspecified
13    unspecified
14    unspecified
15    unspecified
16    unspecified
17    unspecified
18    unspecified
19    unspecified
20    unspecified
21    unspecified
22    unspecified
23    unspecified
24    unspecified
dtype: object",range,quantile_policy,quantile_boundary,safe_quantile_baseline,0.21705568754552212,0.1526210798516891,0.1526210798516891,1,0.0,0.0,0.0,0.0,0.8011867187254809,1.0,rl_research_backtest,rl-policy=unknown; return=0.1526210798516891; confidence=0.21705568754552212,reports/rl/rl_training_report.csv,2026-06-26T22:13:13.820676+00:00,candidate
rl_idea_0021,BTC-USD-SOL-USD,,"0     unspecified
1     unspecified
2     unspecified
3     unspecified
4     unspecified
5     unspecified
6     unspecified
7     unspecified
8     unspecified
9     unspecified
10    unspecified
11    unspecified
12    unspecified
13    unspecified
14    unspecified
15    unspecified
16    unspecified
17    unspecified
18    unspecified
19    unspecified
20    unspecified
21    unspecified
22    unspecified
23    unspecified
24    unspecified
dtype: object",range,quantile_policy,quantile_boundary,safe_quantile_baseline,0.2056900428323878,0.1378021760828772,0.1378021760828772,1,0.0,0.0,0.0,0.0,0.672780131467261,1.0,rl_research_backtest,rl-policy=unknown; return=0.1378021760828772; confidence=0.2056900428323878,reports/rl/rl_training_report.csv,2026-06-26T22:13:13.820676+00:00,candidate
rl_idea_0022,BTC-USD-SOL-USD,,"0     unspecified
1     unspecified
2     unspecified
3     unspecified
4     unspecified
5     unspecified
6     unspecified
7     unspecified
8     unspecified
9     unspecified
10    unspecified
11    unspecified
12    unspecified
13    unspecified
14    unspecified
15    unspecified
16    unspecified
17    unspecified
18    unspecified
19    unspecified
20    unspecified
21    unspecified
22    unspecified
23    unspecified
24    unspecified
dtype: object",crisis,quantile_policy,quantile_boundary,safe_quantile_baseline,0.200008931317869,0.1303949548509612,0.1303949548509612,1,0.0,0.0,0.0,0.0,0.7997812486063516,1.0,rl_research_backtest,rl-policy=unknown; return=0.1303949548509612; confidence=0.200008931317869,reports/rl/rl_training_report.csv,2026-06-26T22:13:13.820676+00:00,candidate
rl_idea_0023,BTCUSDT-ETHUSDT,,"0     unspecified
1     unspecified
2     unspecified
3     unspecified
4     unspecified
5     unspecified
6     unspecified
7     unspecified
8     unspecified
9     unspecified
10    unspecified
11    unspecified
12    unspecified
13    unspecified
14    unspecified
15    unspecified
16    unspecified
17    unspecified
18    unspecified
19    unspecified
20    unspecified
21    unspecified
22    unspecified
23    unspecified
24    unspecified
dtype: object",range,quantile_policy,quantile_boundary,safe_quantile_baseline,0.1941599749664594,0.1227688919652054,0.1227688919652054,1,0.0,0.0,0.0,0.0,0.8004184065728844,1.0,rl_research_backtest,rl-policy=unknown; return=0.1227688919652054; confidence=0.1941599749664594,reports/rl/rl_training_report.csv,2026-06-26T22:13:13.820676+00:00,candidate
rl_idea_0024,ETH-USD-SOL-USD,,"0     unspecified
1     unspecified
2     unspecified
3     unspecified
4     unspecified
5     unspecified
6     unspecified
7     unspecified
8     unspecified
9     unspecified
10    unspecified
11    unspecified
12    unspecified
13    unspecified
14    unspecified
15    unspecified
16    unspecified
17    unspecified
18    unspecified
19    unspecified
20    unspecified
21    unspecified
22    unspecified
23    unspecified
24    unspecified
dtype: object",crisis,quantile_policy,quantile_boundary,safe_quantile_baseline,0.1930020968372078,0.121259212135643,0.121259212135643,1,0.0,0.0,0.0,0.0,0.8078194523619033,1.0,rl_research_backtest,rl-policy=unknown; return=0.121259212135643; confidence=0.1930020968372078,reports/rl/rl_training_report.csv,2026-06-26T22:13:13.820676+00:00,candidate
rl_idea_0025,ETH-USD-SOL-USD,,"0     unspecified
1     unspecified
2     unspecified
3     unspecified
4     unspecified
5     unspecified
6     unspecified
7     unspecified
8     unspecified
9     unspecified
10    unspecified
11    unspecified
12    unspecified
13    unspecified
14    unspecified
15    unspecified
16    unspecified
17    unspecified
18    unspecified
19    unspecified
20    unspecified
21    unspecified
22    unspecified
23    unspecified
24    unspecified
dtype: object",crisis,quantile_policy,quantile_boundary,safe_quantile_baseline,0.1930020968372078,0.121259212135643,0.121259212135643,1,0.0,0.0,0.0,0.0,0.8078194523619033,1.0,rl_research_backtest,rl-policy=unknown; return=0.121259212135643; confidence=0.1930020968372078,reports/rl/rl_training_report.csv,2026-06-26T22:13:13.820676+00:00,candidate
